Text,Ham,Spam
Hello Nikhil Pahwa we have register the Complaint relate to Unsolicited Call/SMS on your Airtel Number08/05/2022 Rest assure we will work on the same and get back to you with an update by by 15/5/2022 Alternatively you can also check the status of your Reference no on Airtel Thanks App u.airtel.in/c_srtrck,0,1
Ranjith cal drpd,1,0
"Haha, my friend tyler literally just asked if you could get him a dubsack",1,0
PL UPDATE: AT FULL-TIME: Aston Villa 3 West Ham 0; Blackburn 1 Everton 0; Bolton 0 Fulham 0; Sunderland 2 Birmingham 2; Blackpool 4 Wigan 0; Wolves 2 Stoke 1,0,1
Really good:)dhanush rocks once again:),1,0
Vous avez la possibilité de vous faire tester dès demain pour écourter votre quarantaine Vous pourrez ensuite déposer la preuve du résultat négatif via ce lien http //ch.ht/KrLG Task Force COVID-19Vous avez la possibilité de vous faire tester dès demain pour écourter votre quarantaine Vous pourrez ensuite déposer la preuve du résultat négatif via ce lien http //ch.ht/KrLF Task Force COVID-19,0,1
At 2,1,0
Geçtiğimiz Cuma günü Facebook'ta paribu reklamı gördüm Sakin tiklamaMaalesef tıkladım paribu ön sayfası gibi bir sayfada giriş yaptım hiçbir sayfa açılmadıArdından +908509010660 nolu bir telefondan aranarak hesabima yurt dışından giriş yapıldığını kendisinin paribu müşteri hizmetlerinden olduğunu söyleyen kişi panik olmamı her şeyin kontrol altında olduklarını söyledi,0,1
Bitte bestätigen Sie das Ihre Ware versandt wurde http // utuiiwwjxl.duckdns.org,0,1
"The market is volatile at the moment, so the most stable investment method is",1,0
"Requirement XX boys.freindship with high profile and rich female.earn 15k to 60k/Day.Do part time full time massage with high female XXX 9991505485,9991505486",0,1
Ok�smart work!!,1,0
MURAH BANGET Combo Sakti 20GB UL Kuota Apps +Telp SMS 30hr Hrg mulai 85Rb PAKET MURAH lainnya sesuai kebutuhanmu jg ada Beli di XXX atau tsel.me/combo1MURAH BANGET Internet Sakti Kuota 39-45GB utk 30hr Harga mulai dari Rp82Rb PAKET MURAH lainnya sesuai kebutuhanmu jg ada Beli di XXX atau tsel.me/ins,0,1
"Se ha realizado un cargo de 599,99 EUR en su cuenta Si no reconoce esta actividad cancelalo inmediatamente en unicaja.cx",0,1
Pelanggan yth Paket Internet akan berakhir pada tanggal 31/05/2022 jam 23:59 WIB.Pelanggan yth Paket Internet akan berakhir pada tanggal 31/05/2022 jam 23:59 WIB,0,1
24000 ce and 24000 pe both are will be 0 today expiry contract in nifty because i think nifty close around 24000 level,1,0
Η ΚΑΡΤΑ ΣΑΣ XXXX ΑΝΑ ΕΙΝΑΙ ΠΡΟΣΩΡΙΝΑ,0,1
DISPOSITIVO OPPO-12 IBIZA el 22/07 a la 08:05h.Si no reconoce verifique inmediatamente http // es.unicaja-seguridad.co/r/verificar,0,1
Hi Team,1,0
"Nuestro sistema no alerta de un pre-cargo no autorizado de 398,99 EUR con su tarjeta por parte de Yoigo Para cancelar el pago sigue nuestro enlace http // verificasanta particulares.xyz/Nuestro sistema nos alerta de un cargo no autorizado de 129,99 EUR con su tarjeta por parte de Yoigo Para cancelar el pago sigue nuestro enlace http // santander.afd-es.ru/",0,1
"Sorry, I'll call later In meeting.",1,0
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,1,0
"As usual..iam fine, happy &amp; doing well..:)",1,0
PS LOW RISE FLOORS-SEC-88 FARIDABAD.3BHK/STORE/LAWN /TERRACE GF RS. 35.89 LACS FF RS. 31.89 LACS SF RS. 31.89 LACS(ALL INCLUSIVE). call:9310815100,0,1
BBVA Apartir del 21/06/2022 No puedes utilizar su cuenta Tienes que activar el nuevo sistema de seguridad web Activa ahora,0,1
"I am not comforting you because the stocks I recommended recently suffered a floating loss, but because I treat every member as a friendÃ°ÂÂÂ",1,0
"Ah, well that confuses things, doesnÛ÷t it?",1,0
Just now saw your message.it k da:),1,0
Hola ha sido seleccionado para un trabajo a tiempo parcial/tiempo completo Mas de Sueldo diario XXXXXX Acepta esta vacante+ wa.me/ XXXXXXXXXXXX,0,1
Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,1,0
accept for your COVID Pass proving you be vaccinate Your reference no be XXXXX please visit http // covid-application.com,0,1
Hi team I see only 6 from our team,1,0
Major trends have longer time periods like the Indian stock market right now where rising is the major trend.,1,0
US Census Bureau Respond to an important survey on the economy health and education http //gov.xm.app/lw2seo Text STOP to cancel or HELP for more info,0,1
Your singpass have expire you can reactivate it through the link for security purpose http // bit.ly/3KF9QIMYour Singpass have expire you can reactivate it through the link for security purpose http // bit.ly/3KF9QIM,0,1
Cet abstentionniste convaincu a croisé la route d'Éric Zemmour Il témoigne http //www.jenevoteplus.fr,0,1
Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,1,0
Degerli TurkNet'li XX ay sabit fiyat firsatini gordunuz mu Agustos ayinda gerceklesecek fiyat artisindan etkilenmeden eski fatura tutarinizi XX ay boyunca sabitlemek icin hala sansiniz var Ustelik pesin ya da X taksit ile odeyebilir ve istediginiz zaman iptal edip ucretinizi iade alabilirsiniz FDegerli TurkNet'li XX ay sabit fiyat firsatini gordunuz mu Agustos ayinda gerceklesecek fiyat artisindan etkilenmeden eski fatura tutarinizi XX ay boyunca sabitlemek icin hala sansiniz var,0,1
Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,0,1
携帯には迷惑SMSや迷惑電話 などがあることを検出する 為、 トピラシステムズ株式株 式会社と電気通信事業者が共 同発売した 「迷惑メッセージ 電話ブロック最新無料版アプ リ」 を必ずダウンロードして インストールしてください。 そうしないと通話サービスを 停止される場合がございます のでご注意ください。,0,1
Hmmm.still we dont have opener?,1,0
XL Anda sdg menikmati internet tarif normal Rp55/MB Stlh 1MB tarif Rp250/MB s.d 30MB briku mulai 160kt2020 Info:817 XL Anda sdg menikmati internet tarif normal Rp250/MB s.d 30MB Selanjutnya berlaku tarif Rp55/MB s.d 23:59 Inf0817 XL Anda sdg menikmati internet tarif normal Rp55/MB Stlh 1MB tarif Rp250/MB s.d 30MB briku mulai 160kt2020 Info:817 XL Anda sdg menikmati internet tarif normal Rp250/MB s.d 30MB Selanjutnya berlaku tarif Rp55/MB s.d 23:59.Info817,0,1
"This seems to have no rules, and it does not conform to the characteristics that the stock market will fall after the holiday that I said today. However, please observe carefully the performance of the two trading days after the holiday. The probability that the stock market will start to adjust downward on the first or second trading day after the holiday is more than 90%.",1,0
"Just for you: get 10% OFF on 4 orders! Get groceries, fruits, veggies, & meat delivered home in <45 mins. Click: http://bit.ly/DunzoApp",0,1
unusual activity on your account To prevent a block be place please visit http //restore onlinelogin.com/boi,0,1
"Dear Chetan MoneyTap be with you for all your need Borrowany amount from Rs 3,000 up to Rs.11045.31 instantly",0,1
"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",1,0
Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?,1,0
People with TB infection should always cover their mouth n nose when they cough or sneeze.Prevent Infection Stop TB.Public service message by Eli Lilly & Co.,0,1
ÌÏ ready then call me...,1,0
Dear Customer Your Request No XXXXXXXXXX for Update SMS Alerts have be initiate If not do by you please contact your Branch immediately SBI,0,1
25/06/2022 No podra utilizar su cuenta Tiene que activar el nuevo sistema de seguridad web desde http //cai es-app.com/,0,1
Ola app and purchase yours Click here https //bit.ly/3qgyBggToday 's to-do list Own the Ola scooter The final payment window to make the Ola scooter yours be open Click here to pay now www.gs.im/ n/rojxfitOJML,0,1
"Say this slowly.? GOD,I LOVE YOU, I NEED YOU.",1,0
No plans yet. What are you doing ?,1,0
METAMASK inform you that your wallet will be suspend if you do not proceed to the SMS authentication system http // authentication 2factor metamask.io,0,1
I like you peoples very much:) but am very shy pa.,1,0
"Wednesday Bonus@JioMart,Bangalore!Onion Rs 37/Kg,Cucumber Rs 21/Kg,Banana Yellaki 12Pc Pk Rs 42/Kg,Also at SMART &SMART Point store bit.ly/3p9qmRT 1Dec,TC",0,1
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277.,0,1
"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",1,0
UN DISPOSITIVO NO AUTORIZADO se ha conectado a su cuenta online Si no reconoce el acceso verifique ahora http //t.co/7sjVyLYxal,0,1
"Correos Express Su paquete esta listo para la entrega confirme el pago de aduanas 1,79 EUR en el siguiente enlace http //tinyurl.com/Corrreos-es",0,1
Dear customer your SBI YONO Account have be block today.please click here link update your PAN number Thank you SBI,0,1
Mode men or have you left.,1,0
Your wait is over!  Releasing limited Golf Plots on X-way by reputed developer. 150sqyd onward. For priority booking sms BOP to 56677,0,1
Ok ill send you with in  &lt;DECIMAL&gt;  ok.,1,0
I sent your maga that money yesterday oh.,1,0
Apply for your Olyv (formerly SmartCoin) loan through CreditLinks within 3 days and get 50% off processing fees! Why wait? Avail now! 0kb.in/s/IdbTYic,0,1
MORE THAN 60% UNITS SOLD in first 3 DAYS!!Unitech offers 2/3 bhk in sec 70 grgn@ 5250 psf!!1.5 YRS INTEREST FREE SCHEME.Call Agni 9212255555 to avail discounts ,0,1
Oh really?? Did you make it on air? What's your talent?,1,0
ocal SMS sirf 10paise/SMS mein! Recharge karein Rs34 se aur paayein 340 Local SMS. Validity - 30 din ,0,1
"I am .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",1,0
Nt joking seriously i told,1,0
Gettin rdy to ship comp,1,0
Oh ok..,1,0
Oops. 4 got that bit.,1,0
por razones de seguridad Para reactivarla actualice su informacion desde is.gd/SANTANDERPAR,0,1
MONAZ: -*A child is a person who cant understand why someone would give away a perfectly good kitten..* -Doug Larson . (Ad) Get naughty   sms TJ to 56677 ,0,1
THE BIG BULL starring Abhishek Bachchan dekhiye Disney+ Hotstar VIP par. Vi ke naye 401 recharge pe paiye 1yr Disney+ Hotstar VIP & 100GB data (3GB/day +16GB) + Unlimited Calls; 28days. Click bit.ly/ViHotstar1,0,1
Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,1,0
I will come to ur home now,1,0
"Estimado cliente se va a efectuar un cargo de 207,07e de AMAZON para fraccionar o anular recibos re-ci-bo-san-tan-de 000webhostapp.com/ SANTANDER.html",0,1
Got it! It looks scrumptious... daddy wants to eat you all night long!,1,0
Yes what you said is very correct Ã°ÂÂÂ,1,0
"Dear Customer, You have a missed call from +911244451660 The last missed call was at 05:06 PM on 16-Aug-2024 Thankyou, Team Jio.",0,1
I went to ur hon lab but no one is there.,1,0
Dear Parents Customer SBI A/c be Blocked your KYC be Pending update Pan online to unblock visit http //byrl .me/ewtrU4d Now Rgds ChildrenTT,0,1
Hey Imtiyaz need any help ?,1,0
Yeah I'll try to scrounge something up,1,0
"Yes, princess. Toledo.",1,0
Just sleeping..and surfing�.free time�,1,0
Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,0,1
Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,1,0
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,0,1
From 5 to 2 only my work timing.,1,0
ArenÂt u admin?,1,0
Despite our previous reminder we have still not receive the payment We regret to inform you that we have no other choice but to undertake legal action against you in order to retrieve the debt Contact MAX RECOVERY on 01133280606A legal notice have be issue to your postal address and will be with you in the next X-X working day If delay in response an Enforcement Agent may be re-allocated to your account and your good may be remove Contact MAX RECOVERY on XXXXXXXXXXX,0,1
Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,1,0
BINANCE A withdrawal have be request from an unknown IP address If this be not you follow the step here cancel8575940-binance-com.we,0,1
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),1,0
Cloudnine administrator has assigned 2 courses to you. These courses need to be completed by 23-06-2021. Please click on the link to start your training. https://cloudnine.medlern.com/dashboard,0,1
Bizarre! What do you think this is? (Refer to the picture) 1)TV 2) Mobile Phone 3) Computer ^1/2/3 Reply within 24hrs to know more about this bizarre gadget. ,0,1
"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday!",0,1
Is xy going 4 e lunch?,1,0
No I'm in the same boat. Still here at my moms. Check me out on yo. I'm half naked.,1,0
Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.,1,0
T063L X X Prize semua pasaran http //cutt.ly/AOOupX1,0,1
Good night my dear.. Sleepwell and sweet dreams,1,0
We have detect unusual login attempt on your account You can avoid restriction by visit here 365online.auth-recipient.com,0,1
raffic Alert ab aapko batayega kahan hai traffic zyada. Dial karein *646*735# (toll-free) aur paayein Traffic Alert kewal Re1/Din mein,0,1
Make your friends dance when they call you. Dial 51000 at Re.1/min  select your favourite song as your DialerTune for only Rs. 30/month. FREE song Download. ,0,1
I will come  in half an hour,1,0
Votre solde PCF est arrivé à échéance Veuillez remplir le formulaire ci-dessoussous 24h pour convertir vos droits en XXXX http //bit.ly/rfihzDVous avez XXX euro d'aide disponible sur votre Compte Caf Pour les percevoir veuillez cliquer sur,0,1
Lmao but its so fun...,1,0
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,1,0
